x,y
"� thing feel like giant set , stately ponderous minus impact ; cast costumed perfumed largely lifeless , spark bit piece , � section review read star base rating , movie blackhole""kalank mint money overseastrade analyst PERSON PERSON share PERSON overseas performance 05 mn GPE : a$ 620k""sonakshi sinha failure : lose PERSON PERSON have bad run box office past film include ORG fail impress audience",2
"star PERSON PERSON PERSON PERSON lead role , late trailer WORK_OF_ART WORK_OF_ART WORK_OF_ART consider actor soon return ORG universe character PERSON PERSON , perfect opportunity drop late trailer film",2
"PERSON PERSON PERSON , deputy prime minister , founder ORG ( PERSON PERSON PERSON PERSON ) PERSON PERSON comment come DATE deny ticket ORG , set hold DATE DATE DATE DATE triad satya , rashtra nishtha loktantra guide evolution ORG , say saffron party veteran GPE GPE : GPE GPE : ORG ORG ORG ( ORG ) consider people disagree party politically enemy anti - national , senior ORG leader PERSON PERSON say DATE deny nomination party .",0
"ORG ORG ORG ( ORG ) chairperson PERSON PERSON hold roadshow ahead file nomination lok sabha election DATE GPE DATE . ( photo : ORG ) brief road , ORG leader go collectorate file paper large number ORG supporter carry party flag ORG president aim ORDINAL victory parliamentary constituency , straight contest PERSON PERSON PERSON PERSON PERSON : ORG chairperson PERSON PERSON DATE file nomination PERSON PERSON son ORG president PERSON PERSON daughter PERSON PERSON PERSON . brief road , ORG leader go collectorate file paper large number ORG supporter carry party flag banner cheer route . start road , offer � puja � ORG office son - - law PERSON PERSON grandson PERSON present .",0
"time PERSON draw huge crowd . statewide tour soon storm ORG ORG DATE sensational success . DATE , nearly snatch NORP manoos ( son soil ) card away ORG ORG , contribute defeat CARDINAL ORG - shiv sena nominee DATE ORG ORG election , win CARDINAL assembly seat DATE DATE . DATE , journey downward spiral . single ORG legislator assembly recently quit join ORG ORG . DATE campaign revive PERSON PERSON factor , level political discourse . crowd attend PERSON rally translate vote ORG candidate , especially CARDINAL constituency mumbai metropolitan region GPE , ORG rule municipal corporation ?",0
"WORK_OF_ART , actor play PERSON PERSON , troubled ptsd - suffer personal bodyguard GPE � s home secretary , play PERSON PERSON",2
"pedestrian walk past electronic ticker board screen display stock figure outside FAC FAC complex , house ORG ORG ORG ORG , GPE GPE , GPE . ( ORG ) china ORG ORG ORG ORG ORG PERCENT PERCENT surge DATE DATE best stock msci - country world index GPE GPE stock mysterious world - beat surge vault obscurity MONEY MONEY MONEY investment fund suspend city � s security regulator .",3
"initially , site � s area influence LOC LOC pirate NORP NORP movie , NORP one",2
picture post mobile website ORG show presence wide pop - camera PRODUCT compare PRODUCT PRODUCT .,1
"CARDINAL ) , central bank inflation outlook closely watch view ORG forecast normal monsoon rise oil price . CARDINAL ) "" DATE � s ORG monetary policy provide direction market . soft inflation muted domestic macro datum increase probability rate cut . , monetary policy committee � s commentary future interest rate inflation trajectory closely monitor market participant , "" say PERSON PERSON ORG ORG . CARDINAL ) global , movement crude oil price , DATE DATE high approach MONEY MONEY MONEY , remain market radar .",3
"NORP model gain traction NORP come fire . ORG ORG manipulate DATE election , ORG criticize fail detect child porn , NORP social medium allow gunman live - stream bad mass shooting GPE GPE GPE s history TIME TIME sever . backdrop wide fear social medium failing , GPE � s approach reasonable alternative , reasonable self - serve government justify adoption . GPE � s controversial version go effect DATE DATE -- law ORG ORG ORG ORG , count ORG ORG ORG corp. member -- call chilling ineffectual . GPE , region � s large economy , require datum store locally . GPE step critic medium crackdown , arrest head medium outlet ORG ORG grow critical president PERSON PERSON . DATE , government NORP prime minister PERSON PERSON introduce fake news law probe chief opponent , current government repeal . late buy rationale GPE , DATE DATE pass cyber security bill model GPE � s grant government right seize datum electronic equipment court order interest national security . introduce DATE ahead GPE � s democratic election DATE military coup , stoke concern stifle dissent , government say shouldn � t affect company � good conduct . "" ORG ORG ORG , organization group like ORG ORG ORG s ORG , ORG ORG , ORG ORG ORG ORG , condemn bill ORG ORG warn � cage internet . "" crux NORP internet model data sovereignty : information citizen store - country accessible demand authority , concept enshrine NORP law DATE . � s raise hackle GPE , aim counter GPE � s sway -- long - term struggle single important episode world affair collapse GPE GPE . escalate tension rich economy impact country planet -- economically socially .",1
"equally like specific scene random guy say , � girl come home late day � , police character immediately retort , � what? � find film accurately depict mental illness bit tricky addition portray depression humanising way , ORG strive struggle easy find character film seek support mental health professional think sign weakness",2
"PRODUCT PRODUCT base 3gb/32 gb variant price ? MONEY 4gb/64 gb variant price tag ? MONEY ORG launch event DATE announce PRODUCT PRODUCT PRODUCT launch DATE ORG spin - brand ORG launch PRODUCT PRODUCT GPE DATE . start ? MONEY , smartphone boast glossy glitter finish , ORG helio p70 soc pair QUANTITY QUANTITY ram QUANTITY QUANTITY internal storage . PRODUCT PRODUCT sale DATE , i.e. DATE DATE available ORG realme.com .",1
"ORG ORG fast opportunity segment � india ka smartphone � adopt platform acquire CARDINAL CARDINAL 2 g feature phone user , report say . PRODUCT PRODUCT launch DATE refundable price ? MONEY PRODUCT PRODUCT CARDINAL ? MONEY DATE . till DATE DATE , ORG sell CARDINAL CARDINAL unit phone . DATE , global smart feature phone demand grow PERCENT PERCENT year DATE GPE big contributor demand , accord research report .",1
"PERSON ? simply good opportunity DATE revive party sink nought DATE DATE , renew image fearless vociferous state leader , carve niche opposition space . GPE � s ORG election DATE away ; work � ORG - ORG � mean yield dividend . � real target ORG ORG strong regional profile , "" say ORG strategist . DATE , fledgling party bag PERCENT PERCENT PERCENT vote share contest CARDINAL ORG ORG seat party drop absolute vote DATE party increase theirs . DATE ORG election , ORG win CARDINAL seat PERCENT PERCENT state - wide vote share � include seat GPE staggering PERCENT PERCENT vote share city � drop seat PERCENT PERCENT vote share DATE DATE . lone mla desert party ORDINAL - ring leader . PERSON ORG write till gudi padwa rally . EVENT EVENT bring revival popularity underline usefulness contain PERSON - shah . address disgruntled NORP NORP NORP voter , fence - sitter , ORG ORG voter love bit say wish leader say , youth yearn job work , woman farmer . ORG ORG hope turn vote . phase , ORG leader say . analyst PERSON PERSON x - factor pull vote help balance lose , ORG ORG ORG lead PERSON PERSON help PERSON PERSON . DATE DATE business - like relationship compromise wither ORG - ORG lean PERSON certainly augur GPE . - sourcing throw ORG - sena rail . ORG attempt success . PERSON join fight ignore . PERSON attempt fill gap PERSON demolish argument follow rally ; education minister PERSON PERSON ask ORG ORG check PERSON � s expenditure rally come cropper PERSON candidate photo dai . ORG ORG confused PERSON , leader � bete - noire , speak PERSON want PERSON - shah , . � speak want expose PERSON � s lie , speak public interest , "" say . � s CARDINAL story ; CARDINAL lie realignment happen � happen � GPE � s political landscape . ORG sink election , PERSON PERSON prepare space . ORG ORG ORG offer alliance , set embrace . , PERSON PERSON demonstrate � s game .",0
"� PERSON PERSON , star awkward genius PERSON PERSON , key fan attendance : mother , PERSON PERSON actor , - time WORK_OF_ART winner role , look relaxed break dance move shot PERSON keep tie character , executive producer WORK_OF_ART WORK_OF_ART , ORG spinoff future physicist � s childhood GPE star PERSON PERSON title role cast , include PERSON PERSON , PERSON PERSON PERSON PERSON , linger take final bow",2
"ORG come renew fire handle spread fake news misinformation social network , include aggressive tactic discredit critic facebookfake newsmisinformationsocial networkus presidential electionsdata privacydonald trumphillary PERSON GPE / budapest : ORG ORG come renew fire handle spread fake news misinformation social network , include aggressive tactic discredit critic . wake scathing newspaper report company � s approach manage deepen crisis , ORG say DATE end work NORP public affair firm draw link enemy company billionaire financier PERSON PERSON . cut tie ORG ORG ORG come ORG ORG ORG detail ORG � work amid widespread turmoil social medium giant deal discovery NORP meddling presidential election datum privacy breach .",1
"helm PERSON PERSON PERSON PERSON , web series present love story rich diamond merchant salesgirl romantic tale couple fight odd � family � s opposition , status difference find solace title suggest , rain play important get starstruck lover com talk baarish , kind role offer ORG plan enter television",2
"mean PRODUCT PRODUCT pop - camera , design display compromise performance department .",1
